age,female,tenure,education,worker_type,occupation,wage,logwage,promoted
37,1,14,Bachelor's,White Collar,Programmer,92650,11.436584231713505,1
47,0,20,Master's,White Collar,Sales Rep,108090,11.59071949241025,0
28,1,0,Bachelor's,Blue Collar,Manufacturing Worker,44569,10.704793829072338,0
41,1,19,Bachelor's,Blue Collar,Electrician,97867,11.491364693043138,1
24,0,0,Some College,Blue Collar,Welder,47624,10.771092114833227,0
33,1,9,High School,White Collar,Sales Rep,25000,10.126631103850338,0
44,1,22,High School,Blue Collar,Mechanic,31179,10.347500070256531,0
22,1,0,Bachelor's,White Collar,Accountant,80050,11.29040671842486,1
45,0,22,Bachelor's,White Collar,Programmer,86636,11.369470712557387,0
40,1,17,Some College,White Collar,Manager,74774,11.22222550995503,1
47,0,25,Bachelor's,Blue Collar,Plumber,95284,11.46461718467611,0
43,0,17,Bachelor's,White Collar,Engineer,109997,11.608208371675373,1
56,0,34,High School,White Collar,Sales Rep,65130,11.084140551540447,0
42,1,20,High School,White Collar,Accountant,27084,10.206698426605536,0
35,1,13,Master's,White Collar,Engineer,48772,10.794911656680155,1
41,1,13,Bachelor's,Blue Collar,Manufacturing Worker,43091,10.67106943758126,0
47,1,23,Master's,White Collar,Accountant,118641,11.68385740563671,0
41,0,16,High School,Blue Collar,Construction Worker,74539,11.219077757327483,0
40,0,18,PhD,Blue Collar,Construction Worker,105589,11.567309478161908,1
32,0,10,High School,Blue Collar,Welder,58417,10.975362222346542,0
32,0,10,High School,White Collar,Analyst,51954,10.858113990675855,0
23,0,0,PhD,White Collar,Accountant,112069,11.626870032011707,0
61,0,38,Some College,Blue Collar,Welder,76051,11.239159446844907,1
25,0,3,Bachelor's,White Collar,Engineer,25000,10.126631103850338,0
32,0,10,High School,Blue Collar,Mechanic,25853,10.16018192736142,0
31,0,9,Bachelor's,White Collar,Sales Rep,90871,11.417196197360877,1
51,0,29,Master's,Blue Collar,Plumber,82712,11.323119973266529,1
36,1,11,Some College,Blue Collar,Plumber,25000,10.126631103850338,0
55,1,29,Bachelor's,White Collar,Consultant,25000,10.126631103850338,1
32,1,5,High School,Blue Collar,Electrician,28182,10.24643875525505,0
43,0,21,Bachelor's,White Collar,Engineer,77434,11.257181239609936,1
30,0,8,Some College,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
65,1,43,High School,White Collar,Teacher,42758,10.663311591360353,0
26,0,4,Some College,Blue Collar,Construction Worker,49390,10.807503253534671,0
44,0,22,High School,White Collar,Consultant,80039,11.2902692948665,1
48,0,24,Master's,White Collar,Sales Rep,25000,10.126631103850338,0
45,0,20,Some College,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
38,0,16,High School,White Collar,Programmer,58064,10.969301129452852,0
38,0,16,Some College,Blue Collar,Construction Worker,47329,10.76487849442862,0
41,1,19,Some College,White Collar,Teacher,41350,10.629827700451838,0
38,0,16,Bachelor's,Blue Collar,Plumber,85145,11.352110964460705,0
52,0,30,PhD,White Collar,Teacher,70007,11.156350516031829,0
65,1,43,Some College,White Collar,Teacher,51768,10.854527476737102,0
33,0,11,Master's,White Collar,Manager,71572,11.178459215011753,1
24,0,2,Bachelor's,White Collar,Analyst,82694,11.322902326989235,0
39,1,17,High School,White Collar,Sales Rep,25000,10.126631103850338,0
65,0,43,Bachelor's,White Collar,Programmer,120592,11.700168226083251,0
30,0,7,Bachelor's,White Collar,Teacher,64736,11.078072739967473,1
60,0,38,Bachelor's,White Collar,Teacher,86741,11.370681946029382,1
60,0,34,Master's,Blue Collar,Plumber,56095,10.934801960979065,1
33,1,11,Some College,White Collar,Consultant,25000,10.126631103850338,0
47,1,21,Master's,White Collar,Analyst,66171,11.099997579480698,1
60,0,38,Bachelor's,White Collar,Teacher,35651,10.481532475939918,1
35,1,10,Bachelor's,White Collar,Sales Rep,25000,10.126631103850338,0
38,1,16,Bachelor's,Blue Collar,Mechanic,38769,10.5653762371933,1
33,0,11,Some College,White Collar,Manager,85062,11.351135681345687,1
28,1,1,PhD,Blue Collar,Mechanic,89823,11.405596346217557,0
32,0,10,Bachelor's,Blue Collar,Construction Worker,42465,10.656435486214109,0
25,0,1,High School,Blue Collar,Electrician,35940,10.48960616033755,0
40,0,18,Some College,White Collar,Accountant,39372,10.580810182749103,1
31,0,9,Bachelor's,Blue Collar,Welder,64455,11.073722584877205,1
43,0,21,High School,Blue Collar,Mechanic,74799,11.222559794889246,0
22,1,0,High School,White Collar,Analyst,66912,11.11113360222836,1
44,0,20,Bachelor's,Blue Collar,Construction Worker,70895,11.168955188171658,0
50,0,27,Some College,Blue Collar,Welder,33926,10.431936961055667,0
22,0,0,Some College,Blue Collar,Construction Worker,54748,10.910496117331157,0
44,1,22,Some College,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
55,1,31,High School,White Collar,Engineer,73073,11.199214220463611,0
25,1,3,Bachelor's,Blue Collar,Electrician,67277,11.116573703878597,1
60,1,31,Bachelor's,White Collar,Teacher,78778,11.274389049048537,1
45,1,19,High School,White Collar,Teacher,73126,11.199939259654329,1
32,0,7,Some College,Blue Collar,Mechanic,40702,10.614032510272494,0
39,1,13,Bachelor's,Blue Collar,Plumber,47115,10.760346700640856,0
47,1,20,High School,White Collar,Accountant,50365,10.827051768376782,0
41,1,19,High School,White Collar,Sales Rep,27593,10.225317396349036,1
46,1,23,High School,Blue Collar,Plumber,25000,10.126631103850338,0
29,0,7,Master's,Blue Collar,Welder,70359,11.161365986129686,0
42,0,20,Bachelor's,White Collar,Analyst,75966,11.238041150748309,1
23,0,1,Bachelor's,Blue Collar,Welder,25000,10.126631103850338,0
39,1,17,Bachelor's,Blue Collar,Manufacturing Worker,67982,11.126998243235105,0
29,0,7,Bachelor's,White Collar,Analyst,86678,11.369955382010774,0
31,0,5,Bachelor's,White Collar,Programmer,69846,11.154048097476297,0
55,1,33,Bachelor's,Blue Collar,Manufacturing Worker,165284,12.015420485415893,0
53,0,29,High School,White Collar,Engineer,35963,10.49024591113472,0
47,1,22,Bachelor's,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
27,0,4,Bachelor's,White Collar,Sales Rep,52539,10.869311029940775,0
36,0,11,Bachelor's,White Collar,Teacher,51025,10.840070987678045,1
55,0,32,Some College,White Collar,Consultant,68800,11.138959023921435,0
42,1,20,Some College,White Collar,Consultant,25846,10.159911129085136,0
65,0,43,Bachelor's,White Collar,Sales Rep,74609,11.220016422346655,0
45,0,20,Bachelor's,White Collar,Engineer,72359,11.189395119623798,1
42,1,19,Master's,White Collar,Consultant,118460,11.682330629830956,0
36,0,14,Some College,Blue Collar,Construction Worker,94060,11.451688155499038,0
42,1,20,Bachelor's,White Collar,Engineer,109575,11.60436452528701,0
38,1,16,Bachelor's,White Collar,Manager,60198,11.005394408153668,0
48,0,26,Master's,White Collar,Sales Rep,76374,11.24339760309849,0
51,1,29,Bachelor's,Blue Collar,Manufacturing Worker,61368,11.024643805639132,0
31,0,5,Bachelor's,White Collar,Engineer,118363,11.681511452593742,0
24,1,2,Bachelor's,White Collar,Analyst,62249,11.038897749940894,0
22,0,0,Bachelor's,White Collar,Engineer,37312,10.527070269710164,0
46,1,22,PhD,White Collar,Accountant,96218,11.47437172933798,1
27,0,5,High School,Blue Collar,Plumber,57898,10.966438120650151,0
22,1,0,High School,Blue Collar,Electrician,49749,10.814745641882208,0
45,0,23,Master's,Blue Collar,Construction Worker,57354,10.956997867291818,0
65,0,40,Bachelor's,Blue Collar,Construction Worker,58867,10.983035940982012,1
40,0,18,Bachelor's,White Collar,Programmer,25000,10.126631103850338,0
50,0,26,Bachelor's,White Collar,Manager,57397,10.957747316133442,1
41,1,19,High School,White Collar,Consultant,77808,11.261999532643568,0
39,0,16,Bachelor's,White Collar,Engineer,55205,10.918808807873237,0
51,1,28,Bachelor's,Blue Collar,Welder,55576,10.925506732372718,0
37,1,15,Some College,Blue Collar,Manufacturing Worker,25000,10.126631103850338,1
43,1,18,Some College,Blue Collar,Manufacturing Worker,78118,11.265975783024382,0
44,0,22,Master's,Blue Collar,Plumber,68640,11.136630734161844,0
32,0,5,High School,White Collar,Sales Rep,51984,10.858691257908882,1
52,1,28,Master's,Blue Collar,Manufacturing Worker,76776,11.248647370297464,0
38,0,16,Some College,Blue Collar,Electrician,84656,11.346351265143912,1
31,0,9,Bachelor's,Blue Collar,Plumber,53077,10.879498968386217,0
46,1,24,Master's,White Collar,Manager,83598,11.333774875341646,0
29,1,7,Bachelor's,White Collar,Manager,72708,11.19420669873299,0
40,1,18,Some College,White Collar,Teacher,89634,11.403489991270373,1
40,0,17,Bachelor's,White Collar,Engineer,56983,10.950508256718583,0
53,1,31,Some College,White Collar,Accountant,28501,10.25769445336048,0
46,0,24,Some College,Blue Collar,Construction Worker,25000,10.126631103850338,0
40,0,18,PhD,White Collar,Teacher,69283,11.145954844839205,0
50,1,25,Bachelor's,White Collar,Analyst,113219,11.637079275189873,0
57,0,35,Bachelor's,White Collar,Accountant,90453,11.412585657769267,0
47,0,24,Some College,White Collar,Manager,42985,10.668606496608545,0
40,0,15,High School,Blue Collar,Manufacturing Worker,27350,10.216471807850127,0
24,1,2,High School,White Collar,Manager,46712,10.751756369963374,1
27,1,3,Bachelor's,Blue Collar,Welder,46010,10.736614043149514,0
36,1,14,Bachelor's,White Collar,Engineer,80445,11.295329000085136,0
33,1,8,Bachelor's,Blue Collar,Electrician,92293,11.432723577961667,0
38,0,16,Master's,Blue Collar,Manufacturing Worker,106697,11.577748320680893,1
41,0,16,High School,White Collar,Manager,25000,10.126631103850338,0
46,0,24,Some College,White Collar,Accountant,46447,10.746067156580358,0
39,0,17,High School,Blue Collar,Mechanic,25000,10.126631103850338,1
46,0,22,Some College,White Collar,Programmer,46326,10.74345863753687,1
41,1,19,High School,White Collar,Consultant,52097,10.86086264450968,1
22,0,0,PhD,Blue Collar,Plumber,73682,11.207513814969037,0
29,0,7,High School,White Collar,Sales Rep,47450,10.767431804038074,0
38,0,16,Master's,White Collar,Teacher,95000,11.461632170582678,0
25,0,1,Some College,White Collar,Analyst,56901,10.949068194652432,0
47,1,24,PhD,Blue Collar,Welder,62623,11.044887901749453,0
58,0,36,Bachelor's,Blue Collar,Electrician,70417,11.162189990267917,1
55,0,31,Master's,White Collar,Sales Rep,52180,10.86245455869072,1
37,1,13,High School,White Collar,Analyst,25000,10.126631103850338,0
58,0,35,Bachelor's,White Collar,Manager,135512,11.816815476266218,0
42,0,16,Master's,Blue Collar,Welder,66808,11.109578112833065,0
36,0,14,High School,White Collar,Analyst,25000,10.126631103850338,0
33,1,9,High School,White Collar,Teacher,43265,10.67509927304084,1
36,1,14,Some College,Blue Collar,Manufacturing Worker,25149,10.132573413305968,1
35,1,13,Master's,White Collar,Sales Rep,77284,11.255242227381274,0
42,0,17,Bachelor's,White Collar,Manager,112523,11.630912924175139,0
42,1,20,Bachelor's,Blue Collar,Electrician,68352,11.132426102879812,0
40,0,18,High School,White Collar,Engineer,27462,10.220558509881696,0
45,0,22,High School,Blue Collar,Welder,25000,10.126631103850338,0
54,0,32,Master's,White Collar,Consultant,107508,11.58532054238558,0
51,0,29,High School,White Collar,Engineer,102762,11.540170913860424,1
22,1,0,Bachelor's,White Collar,Accountant,55296,10.920455852163727,1
22,1,0,Master's,White Collar,Analyst,36371,10.50152703279139,0
51,1,26,High School,White Collar,Engineer,40871,10.618176044083802,1
24,1,0,Bachelor's,Blue Collar,Plumber,25000,10.126631103850338,0
37,1,15,High School,White Collar,Teacher,95745,11.469443686358268,0
26,0,4,Bachelor's,Blue Collar,Mechanic,29858,10.304208089613535,0
22,0,0,High School,Blue Collar,Construction Worker,27453,10.220230730583488,0
46,1,24,Bachelor's,Blue Collar,Manufacturing Worker,70687,11.166016959447076,0
49,0,27,Some College,White Collar,Programmer,59480,10.99339540057409,0
33,1,10,Bachelor's,Blue Collar,Manufacturing Worker,47509,10.768674445759071,0
22,0,0,Bachelor's,Blue Collar,Welder,61546,11.027540141686016,1
33,0,11,High School,Blue Collar,Welder,75917,11.23739591722382,1
45,0,23,Bachelor's,Blue Collar,Construction Worker,70978,11.170125248852257,1
22,0,0,Some College,White Collar,Engineer,90963,11.418208109410882,0
42,0,20,Bachelor's,White Collar,Programmer,53733,10.891782616893368,0
40,1,18,High School,Blue Collar,Manufacturing Worker,35779,10.485116408097518,1
47,0,25,Bachelor's,White Collar,Manager,70879,11.168729476827295,0
41,1,16,High School,White Collar,Analyst,46060,10.737700173374677,0
28,0,5,Some College,White Collar,Sales Rep,81130,11.303808085389111,0
54,0,31,High School,White Collar,Consultant,69472,11.148679072678018,0
38,0,16,Bachelor's,White Collar,Engineer,68185,11.129979878291934,0
40,1,18,Some College,Blue Collar,Manufacturing Worker,48782,10.795116671339422,1
29,0,4,Master's,White Collar,Programmer,47755,10.773839052468839,0
35,1,13,Master's,White Collar,Sales Rep,72268,11.188136709893818,0
29,0,1,High School,White Collar,Sales Rep,37593,10.534573141833395,0
38,1,16,Bachelor's,White Collar,Sales Rep,43854,10.688621213708446,0
61,0,37,High School,Blue Collar,Mechanic,88140,11.386681738395978,0
24,1,2,Some College,White Collar,Sales Rep,25000,10.126631103850338,0
22,1,0,Bachelor's,White Collar,Teacher,51903,10.857131870951632,0
58,1,36,Bachelor's,Blue Collar,Manufacturing Worker,38741,10.564653749740895,0
37,0,6,Bachelor's,Blue Collar,Plumber,87457,11.378902522983681,0
32,0,10,Some College,White Collar,Teacher,48793,10.79534213892941,0
52,0,30,Some College,White Collar,Programmer,83822,11.336450781848184,0
33,1,10,High School,White Collar,Teacher,52261,10.864005673985291,0
62,1,40,Bachelor's,White Collar,Consultant,102821,11.540744891296495,1
48,1,23,Bachelor's,White Collar,Consultant,60550,11.011224748981238,0
34,0,12,Bachelor's,Blue Collar,Construction Worker,25000,10.126631103850338,0
65,0,43,High School,Blue Collar,Plumber,68584,11.135814550358592,0
33,0,11,Some College,Blue Collar,Mechanic,25000,10.126631103850338,0
49,1,25,Some College,Blue Collar,Welder,86106,11.363334374398987,0
44,1,20,High School,Blue Collar,Manufacturing Worker,76633,11.246783072356434,0
56,1,34,Some College,White Collar,Sales Rep,63245,11.054771352081643,0
59,0,37,Master's,White Collar,Accountant,27297,10.2145320850248,1
40,1,13,Master's,Blue Collar,Manufacturing Worker,74340,11.216404443851243,0
31,1,7,Bachelor's,Blue Collar,Manufacturing Worker,25996,10.16569795901424,0
46,0,24,Bachelor's,Blue Collar,Mechanic,36081,10.493521689978726,0
32,1,10,High School,White Collar,Sales Rep,25776,10.157199105416755,0
64,1,40,Master's,Blue Collar,Mechanic,86801,11.371373421319406,0
42,1,11,High School,Blue Collar,Electrician,62269,11.039218988640071,0
36,1,14,Master's,White Collar,Analyst,86900,11.372513311253483,1
42,0,16,Bachelor's,White Collar,Accountant,51669,10.852613267503855,0
24,0,0,Some College,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
28,1,0,Master's,White Collar,Sales Rep,92203,11.43174794697629,0
54,0,32,High School,Blue Collar,Welder,45086,10.716327056014078,1
32,1,10,Bachelor's,White Collar,Teacher,72818,11.195718456370107,0
27,1,4,Bachelor's,White Collar,Manager,56382,10.93990523761112,0
46,1,24,High School,Blue Collar,Manufacturing Worker,35976,10.490607328450544,0
54,1,32,Some College,White Collar,Accountant,51446,10.848287992856,0
49,0,27,Bachelor's,Blue Collar,Electrician,41328,10.629295515335622,1
52,0,26,Bachelor's,Blue Collar,Plumber,75144,11.227161551674351,1
31,0,9,High School,Blue Collar,Construction Worker,91144,11.420195952377952,0
23,0,0,Master's,White Collar,Consultant,106211,11.573182960580555,1
58,0,35,High School,Blue Collar,Plumber,49309,10.805861899150436,0
36,0,13,High School,Blue Collar,Mechanic,36524,10.505724857736231,0
37,1,15,Some College,Blue Collar,Mechanic,25000,10.126631103850338,0
56,1,34,High School,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
47,0,25,High School,White Collar,Teacher,30572,10.327839836362775,0
45,0,23,PhD,Blue Collar,Welder,75244,11.228491445212912,0
65,1,43,Some College,Blue Collar,Manufacturing Worker,51302,10.845485016753688,0
32,0,9,High School,White Collar,Programmer,25362,10.141007269794844,1
51,0,26,High School,White Collar,Sales Rep,65016,11.08238867243304,0
41,0,19,Bachelor's,White Collar,Engineer,75134,11.2270284649948,0
43,1,19,Master's,White Collar,Accountant,77082,11.252625069259665,1
58,0,36,Some College,Blue Collar,Electrician,25142,10.132295033474776,0
46,1,23,High School,White Collar,Teacher,32440,10.387147508229349,1
46,0,22,High School,White Collar,Manager,56353,10.939390756737573,1
53,1,30,High School,Blue Collar,Manufacturing Worker,59629,10.995897311894359,0
36,0,14,High School,White Collar,Manager,27630,10.226657417917462,1
30,0,8,Some College,Blue Collar,Manufacturing Worker,25000,10.126631103850338,1
27,1,3,High School,White Collar,Teacher,54343,10.903071089406382,0
22,1,0,Bachelor's,White Collar,Analyst,72809,11.195594852917294,0
65,1,40,Some College,White Collar,Consultant,29547,10.293737494837812,0
27,1,5,Master's,White Collar,Teacher,51828,10.855685822748702,0
37,1,15,Master's,White Collar,Sales Rep,70212,11.159274515576236,0
37,1,10,Bachelor's,Blue Collar,Construction Worker,34104,10.437169958445047,1
44,1,22,Some College,White Collar,Sales Rep,37018,10.519159559816663,0
50,0,25,Some College,Blue Collar,Construction Worker,34433,10.446770685850653,1
50,0,28,Some College,Blue Collar,Welder,55925,10.931766786358331,0
33,0,8,Bachelor's,White Collar,Accountant,47454,10.767516099747473,1
38,1,16,Bachelor's,Blue Collar,Electrician,49727,10.814303324130014,0
43,0,21,Master's,Blue Collar,Mechanic,66708,11.10808016474147,0
37,0,15,Master's,White Collar,Manager,68883,11.140164692160132,0
59,1,37,Some College,White Collar,Accountant,87306,11.377174467988334,0
46,1,23,Bachelor's,Blue Collar,Manufacturing Worker,72145,11.186433261731356,0
49,1,25,High School,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
48,0,26,High School,Blue Collar,Construction Worker,25763,10.156694633064722,0
54,1,30,Some College,White Collar,Accountant,56762,10.946622366734951,0
42,0,17,High School,Blue Collar,Welder,25000,10.126631103850338,0
24,0,2,Master's,White Collar,Teacher,35417,10.47494720983897,0
45,0,21,High School,Blue Collar,Plumber,41079,10.623252321000344,0
32,0,7,Bachelor's,Blue Collar,Electrician,54681,10.909271578893042,0
34,0,8,Bachelor's,White Collar,Accountant,40291,10.603883397931984,1
47,1,24,Bachelor's,Blue Collar,Welder,25000,10.126631103850338,0
55,0,33,Some College,White Collar,Programmer,82424,11.319631935624903,0
40,1,18,Master's,Blue Collar,Electrician,69274,11.145824934405049,1
44,1,22,Bachelor's,White Collar,Analyst,59550,10.994571574783446,1
60,0,38,Some College,White Collar,Accountant,90532,11.413458658349617,0
43,0,20,High School,Blue Collar,Construction Worker,27495,10.221759448941915,1
65,0,42,Bachelor's,Blue Collar,Mechanic,76020,11.23875174254324,0
47,1,25,Master's,Blue Collar,Construction Worker,46601,10.74937727911096,0
22,0,0,Bachelor's,White Collar,Programmer,63751,11.062740149172154,0
49,0,27,Master's,White Collar,Programmer,68730,11.137941064115651,0
45,0,22,Bachelor's,White Collar,Teacher,74553,11.21926556083191,0
55,1,30,High School,White Collar,Manager,48308,10.785352457395266,0
48,1,22,High School,Blue Collar,Plumber,65040,11.082757744221691,0
38,0,16,Some College,Blue Collar,Construction Worker,57400,10.957799582307658,1
25,1,3,Bachelor's,Blue Collar,Mechanic,25000,10.126631103850338,0
37,1,15,Bachelor's,Blue Collar,Manufacturing Worker,86431,11.367101686736445,0
30,1,8,Some College,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
33,1,11,Bachelor's,White Collar,Programmer,104732,11.559159985309764,1
47,1,24,Some College,White Collar,Manager,54691,10.909454441052057,1
60,1,38,Some College,White Collar,Teacher,30249,10.317218405061325,1
45,1,23,High School,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
26,0,2,High School,White Collar,Programmer,58756,10.981148554451305,0
45,0,23,High School,White Collar,Programmer,31160,10.346890499984685,0
54,0,32,High School,White Collar,Engineer,47025,10.758434654169232,0
33,1,11,High School,Blue Collar,Manufacturing Worker,77662,11.260121356237592,0
38,1,16,High School,Blue Collar,Mechanic,32562,10.39090124329146,0
40,0,18,Bachelor's,Blue Collar,Mechanic,67448,11.11911220960251,0
31,1,9,Some College,Blue Collar,Electrician,80855,11.300412706012045,0
48,0,26,PhD,White Collar,Manager,117612,11.67514635005718,0
39,0,17,High School,Blue Collar,Construction Worker,25000,10.126631103850338,1
45,1,23,Some College,Blue Collar,Electrician,53600,10.889304347058893,0
29,0,7,Some College,White Collar,Engineer,26819,10.196865870532788,0
35,0,13,High School,White Collar,Programmer,87639,11.38098138332938,0
49,1,27,Master's,White Collar,Manager,73967,11.211374326776896,1
36,1,13,High School,White Collar,Analyst,125007,11.736125014716496,1
61,0,39,Master's,Blue Collar,Welder,133418,11.801242335894818,0
35,1,3,Master's,Blue Collar,Manufacturing Worker,40868,10.618102639711314,0
43,1,21,Bachelor's,Blue Collar,Electrician,39411,10.581800244137618,0
51,0,28,Bachelor's,White Collar,Engineer,93781,11.448717555841151,0
23,0,1,Bachelor's,White Collar,Sales Rep,82513,11.320711135666592,0
22,1,0,Some College,Blue Collar,Electrician,48058,10.78016389377619,0
22,0,0,Bachelor's,White Collar,Analyst,96804,11.480443594724974,1
55,1,33,High School,Blue Collar,Electrician,51083,10.841207039823576,0
33,1,8,High School,White Collar,Accountant,36192,10.496593378915847,0
65,1,43,Bachelor's,Blue Collar,Manufacturing Worker,55972,10.932606844675604,0
33,0,11,Bachelor's,Blue Collar,Electrician,83477,11.332326423794079,1
42,1,20,Master's,White Collar,Accountant,90021,11.407798255427746,1
59,0,35,High School,White Collar,Engineer,59716,10.99735527017348,1
64,0,42,Master's,White Collar,Analyst,118431,11.68208579148636,1
65,0,39,High School,Blue Collar,Mechanic,25000,10.126631103850338,1
55,0,33,Some College,Blue Collar,Mechanic,66334,11.102457865239273,0
52,1,30,Some College,Blue Collar,Electrician,43766,10.686612539214305,0
47,0,25,Some College,White Collar,Accountant,101549,11.528296719594216,0
49,0,27,High School,White Collar,Programmer,25000,10.126631103850338,1
33,1,11,Bachelor's,White Collar,Analyst,109212,11.601046226365357,1
30,0,8,Master's,Blue Collar,Mechanic,67246,11.116112816141204,0
40,1,17,Some College,White Collar,Sales Rep,61542,11.027475147535466,0
38,0,16,Bachelor's,White Collar,Accountant,112566,11.631294995271666,0
35,1,10,Master's,White Collar,Accountant,98529,11.498106200071877,1
48,1,23,Bachelor's,Blue Collar,Manufacturing Worker,65661,11.092260420912195,0
51,0,29,Bachelor's,White Collar,Analyst,107885,11.588821123973485,0
41,0,19,Some College,White Collar,Engineer,40101,10.599156550639583,0
58,0,35,Master's,White Collar,Programmer,101164,11.524498241322844,1
26,1,3,Bachelor's,White Collar,Analyst,45652,10.72880269667349,0
38,0,15,High School,Blue Collar,Welder,40676,10.613393516911028,0
31,0,7,Some College,White Collar,Consultant,25000,10.126631103850338,0
22,0,0,Master's,White Collar,Analyst,92726,11.437404186877691,0
39,0,13,High School,Blue Collar,Electrician,34238,10.441091417334723,0
39,0,17,PhD,Blue Collar,Welder,78782,11.274439823356749,0
58,1,34,High School,Blue Collar,Plumber,41897,10.642969504301549,0
48,0,26,Bachelor's,White Collar,Engineer,37322,10.527338244093418,0
28,0,2,Some College,Blue Collar,Mechanic,87468,11.379028291170213,0
62,1,40,Bachelor's,White Collar,Analyst,83822,11.336450781848184,0
55,1,33,Master's,Blue Collar,Manufacturing Worker,60297,11.007037630233862,0
47,0,25,Some College,White Collar,Sales Rep,28730,10.265697151973335,0
37,0,12,Bachelor's,Blue Collar,Welder,66271,11.10150767475264,0
28,0,6,High School,Blue Collar,Mechanic,68869,11.139961428322973,0
36,1,10,High School,White Collar,Sales Rep,66352,11.102729182486163,0
53,0,30,High School,White Collar,Sales Rep,63586,11.060148599310812,0
63,1,41,Bachelor's,Blue Collar,Manufacturing Worker,65303,11.086793256016275,1
59,1,37,High School,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
34,1,12,High School,Blue Collar,Electrician,25000,10.126631103850338,1
27,0,2,Some College,White Collar,Programmer,50650,10.832694509676829,0
42,0,20,Bachelor's,White Collar,Consultant,61310,11.023698240756733,1
22,0,0,Bachelor's,White Collar,Manager,94720,11.458680450117832,1
44,0,15,High School,White Collar,Engineer,59375,10.991628541336942,1
38,1,16,High School,White Collar,Manager,89550,11.402552407488859,0
34,1,12,Master's,Blue Collar,Mechanic,104858,11.56036233289485,0
22,1,0,Some College,White Collar,Sales Rep,33988,10.433762800123432,0
46,1,21,Master's,White Collar,Manager,43559,10.681871619942246,1
34,0,2,Master's,Blue Collar,Welder,99309,11.5059914803673,0
26,0,4,Bachelor's,Blue Collar,Electrician,86356,11.36623356581635,0
22,0,0,High School,Blue Collar,Plumber,25000,10.126631103850338,0
40,1,13,Master's,Blue Collar,Welder,104500,11.556942350387002,0
61,1,36,Bachelor's,White Collar,Manager,83496,11.332554005499887,0
60,1,38,Bachelor's,White Collar,Consultant,70058,11.157078749384256,0
35,0,12,Some College,White Collar,Manager,92552,11.435525927708724,1
33,0,11,Some College,White Collar,Analyst,88777,11.393882886422626,0
46,1,22,High School,White Collar,Consultant,54913,10.913505393637527,1
28,0,0,Bachelor's,White Collar,Programmer,84330,11.342492952568687,1
44,1,21,Bachelor's,Blue Collar,Construction Worker,65704,11.092915085420028,0
49,1,26,Some College,Blue Collar,Mechanic,33953,10.432732494325869,1
55,1,32,Bachelor's,White Collar,Sales Rep,51931,10.857671193344657,0
39,0,17,Some College,Blue Collar,Welder,25000,10.126631103850338,0
38,0,16,Bachelor's,Blue Collar,Construction Worker,44947,10.71323929684936,0
29,0,7,Master's,White Collar,Consultant,77459,11.257504043096436,1
30,0,4,High School,White Collar,Accountant,30161,10.314304978070902,0
37,0,15,Some College,Blue Collar,Mechanic,47751,10.773755288097965,0
44,1,16,High School,White Collar,Teacher,25243,10.136304168546024,0
51,1,23,Bachelor's,White Collar,Teacher,68876,11.140063065406077,0
30,0,8,Bachelor's,Blue Collar,Welder,25000,10.126631103850338,0
58,0,36,Master's,Blue Collar,Electrician,100943,11.52231128007872,1
37,0,15,Some College,White Collar,Programmer,67403,11.118444806295598,1
40,0,14,PhD,Blue Collar,Construction Worker,79155,11.279163234507878,0
31,1,7,High School,Blue Collar,Electrician,33124,10.40801337415359,0
22,0,0,Bachelor's,White Collar,Consultant,27869,10.235270238956767,0
51,0,24,High School,White Collar,Consultant,40617,10.611941977163221,0
49,0,25,Master's,Blue Collar,Electrician,100530,11.518211469399466,0
37,1,15,Bachelor's,Blue Collar,Mechanic,74716,11.221449538279193,1
41,1,19,Bachelor's,Blue Collar,Plumber,71050,11.171139133525246,0
46,0,23,Master's,White Collar,Programmer,93053,11.440924502281465,1
22,1,0,High School,Blue Collar,Manufacturing Worker,40467,10.608242106137789,0
34,1,6,High School,White Collar,Consultant,48416,10.787585616588082,0
50,1,28,Master's,White Collar,Teacher,93445,11.445128306904403,0
25,0,1,Some College,Blue Collar,Construction Worker,25000,10.126631103850338,0
44,1,22,High School,White Collar,Consultant,40283,10.603684822708555,0
24,1,1,Bachelor's,White Collar,Teacher,95913,11.471196809557176,0
46,1,24,Bachelor's,White Collar,Sales Rep,25000,10.126631103850338,0
40,1,15,High School,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
22,1,0,Some College,White Collar,Manager,79307,11.281081676110515,1
54,0,31,High School,White Collar,Accountant,61593,11.028303506700874,1
31,1,9,Some College,White Collar,Manager,43848,10.688484386725952,0
30,1,7,Master's,Blue Collar,Electrician,71692,11.180134444351488,1
42,1,17,PhD,White Collar,Analyst,95419,11.46603299903195,0
